"time","Pop.Bighorn.BCS","Pop.Bighorn.Ejido","Demand.Permit.Ejido","Price.Permit.Ejido","Rainfall.Change","Income.From.Permits","No.Permits.Ejido","Price.Permit.Relative","No.Permits.BCS","Price.Permit.Ejido.1","Sighting.Bighorn.Ejido","RunID","FutureID","Climate.Scenario","Resilience"
21,556.528107943068,119.649464725293,24.8575851204267,89.516575877602,1.24554266665955,275.795163976569,3.08093960557283,1.00540038666201,14.7279598486054,89.516575877602,7.50183215740256,"3","3","CEH_3.1","NO"
21.5,559.888493388309,120.357896850457,25.2033702575312,87.8341604558081,1.28392849850336,272.245730798524,3.09954269939768,1.02465828252872,14.8168890890282,87.8341604558081,7.54624973093782,"3","3","CEH_3.1","NO"
22,563.765554796457,121.175313360487,25.5515472122152,85.8427172255951,1.37891621047748,267.915645076246,3.12100611135319,1.04842906782039,14.9194916421334,85.8427172255951,7.59750045299507,"3","3","CEH_3.1","NO"
22.5,568.125348703763,122.094570605139,25.9026581889507,83.5604544710507,1.44890375437451,262.80948908219,3.14514193042403,1.0770645105955,15.0348692280964,83.5604544710507,7.65513642800497,"3","3","CEH_3.1","NO"
23,572.242024732875,122.962671860315,26.2570234066728,81.4065513661103,1.28015139537917,257.89040678354,3.1679318489212,1.10556212601664,15.1438129425308,81.4065513661103,7.70956500340159,"3","3","CEH_3.1","NO"
23.5,575.987107776555,123.75252468951,26.6143683147304,79.454712491577,1.31942360934584,253.354431301527,3.18866462865101,1.13272073081305,15.2429228201988,79.454712491577,7.75908752627516,"3","3","CEH_3.1","NO"
24,580.037949986627,124.606908004255,26.9749239692501,77.3101596272536,1.35942769245264,248.249887522441,3.21109009112597,1.16414195021624,15.3501243084461,77.3101596272536,7.81265600850795,"3","3","CEH_3.1","NO"
24.5,584.579465451807,125.564806799322,27.3392300974019,74.8627806646659,1.49999484144231,242.273320462439,3.2362319207412,1.20219953361255,15.4703109737166,74.8627806646659,7.87271474759944,"3","3","CEH_3.1","NO"
25,589.236485110018,126.54714827181,27.7079555889523,72.3350601860064,1.39473275153364,235.957919816344,3.26201318156906,1.24420992764185,15.5935543419515,72.3350601860064,7.9343060038978,"3","3","CEH_3.1","NO"
25.5,593.952537040009,127.542026910096,28.0813369761763,69.7591575826313,1.51254536121947,229.376568084484,3.28812124505349,1.29015319448766,15.7183599402268,69.7591575826313,7.99668332065844,"3","3","CEH_3.1","NO"
26,598.835196096767,128.572122673957,28.4600010089498,67.0716284908447,1.46339031808665,222.352619563939,3.3151516455917,1.34184903550217,15.8475746295048,67.0716284908447,8.06126869548043,"3","3","CEH_3.1","NO"
26.5,603.864627291339,129.633255479253,28.8444592618936,64.2834707426737,1.5927949212809,214.899294063238,3.34299457668485,1.400048861087,15.980673496638,64.2834707426737,8.12780004370105,"3","3","CEH_3.1","NO"
27,609.021473358816,130.721349140159,29.2355215032871,61.4070210927197,1.52884297675574,207.036404533129,3.37154287651441,1.46563045069565,16.1171442709677,61.4070210927197,8.19602179491731,"3","3","CEH_3.1","NO"
27.5,614.095262076397,131.792037715968,29.6337763937452,58.5697549090909,1.49059213040819,199.115576172231,3.39963137085494,1.53662927460928,16.2514170155898,58.5697549090909,8.26315227483219,"3","3","CEH_3.1","NO"
28,619.368109815109,132.904787867852,30.0399784062195,55.5989234560003,1.67147066734142,190.638803912471,3.42882185593645,1.61873637843409,16.3909576581471,55.5989234560003,8.33291994902716,"3","3","CEH_3.1","NO"
28.5,624.752147706846,134.041082486863,30.4554387787795,52.5492527127968,1.55270111858336,181.74831101564,3.4586278897051,1.71267896980166,16.533440836914,52.5492527127968,8.40416382406459,"3","3","CEH_3.1","NO"
29,630.069645710652,135.16345681932,30.8811581848447,49.5297688658894,1.55153238318586,172.763080909211,3.48806555865417,1.81708903677081,16.6741631040867,49.5297688658894,8.47453491915642,"3","3","CEH_3.1","NO"
29.5,635.475198573775,136.304497469063,31.3184772203818,46.4446325557413,1.59175562740801,163.391785363709,3.51799069930442,1.93779119453653,16.8172156550564,46.4446325557413,8.54607636281262,"3","3","CEH_3.1","NO"
30,641.030785365362,137.477270962478,31.7693221123955,43.2552716079648,1.6669833092736,153.501990601533,3.54874642778265,2.08067124894502,16.964238703909,43.2552716079648,8.61960740556701,"3","3","CEH_3.1","NO"
0,586,126,10,70,1.06704629450105,80.5,1.15,1.28571428571429,15.507904,70,7.90000067282297,"4","1","CEH_1.1","YES"
0.5,587.557353335057,129.868409000665,10.3869359389606,58.8288546196124,1.13347217560485,67.6531828125543,1.15,1.52986150388173,15.5491177986589,58.8288546196124,8.14254379748968,"4","1","CEH_1.1","YES"
1,588.588721028244,133.612516034193,10.8053013583621,47.6163205115284,0.998812476004836,54.7587685882577,1.15,1.89010824509655,15.5764119132915,47.6163205115284,8.37729338545787,"4","1","CEH_1.1","YES"
1.5,588.956032343279,137.200331408996,11.2699207684988,36.4509335441179,1.04762021154204,41.9185735757355,1.15,2.4690725654823,15.5861324399325,36.4509335441179,8.60224373367142,"4","1","CEH_1.1","YES"
2,587.647879140097,140.397959868724,11.8136561572084,26.1380830060705,0.879590608463554,30.0587954569811,1.15,3.44325174799918,15.5515134735635,26.1380830060705,8.80272997957054,"4","1","CEH_1.1","YES"
2.5,582.646138969276,142.721593380051,12.4757619783296,18.4158201514415,0.830199372483838,21.1781931741577,1.15,4.88710246189906,15.4191474216829,18.4158201514415,8.94841812483147,"4","1","CEH_1.1","YES"
3,578.39623571481,145.175055680127,13.3762291856156,9.83346252054746,0.917396206860174,11.3084818986296,1.15,9.15242213126261,15.3066779819567,9.83346252054746,9.1022463297628,"4","1","CEH_1.1","YES"
3.5,573.882432819311,147.521386863125,16.2079701913902,2.0866982274485,0.815117349620488,2.39970296156577,1.15,43.1303380700367,15.1872247021303,2.0866982274485,9.2493575831307,"4","1","CEH_1.1","YES"
4,568.819552516139,149.690209549034,12.2705419562576,-9.79820702384778,0.885977409255299,-11.2679380774249,1.15,-9.1853539919038,15.0532406377871,-9.79820702384778,9.38533933454272,"4","1","CEH_1.1","YES"
